77	vhigh	vhigh	4	more	med	high	unacc
439	high	vhigh	2	2	big	med	unacc
787	high	low	3	2	med	med	unacc
1531	low	med	2	more	small	med	unacc
1031	med	high	4	2	med	high	unacc
37	vhigh	vhigh	3	4	small	med	unacc
792	high	low	3	4	small	low	unacc
1353	low	vhigh	4	2	med	low	unacc
133	vhigh	high	2	more	big	med	unacc
1250	med	low	4	2	big	high	unacc
496	high	vhigh	4	4	small	med	unacc
1372	low	vhigh	4	more	med	med	acc
117	vhigh	high	2	4	small	low	unacc
495	high	vhigh	4	4	small	low	unacc
615	high	high	4	more	med	low	unacc
1376	low	vhigh	4	more	big	high	acc
1480	low	high	4	more	med	med	acc
1419	low	high	2	4	big	low	unacc
1528	low	med	2	4	big	med	good
971	med	vhigh	5more	more	big	high	acc
1352	low	vhigh	4	2	small	high	unacc
18	vhigh	vhigh	2	more	small	low	unacc
598	high	high	4	2	med	med	unacc
298	vhigh	med	5more	2	small	med	unacc
581	high	high	3	4	med	high	acc
1177	med	med	5more	4	big	med	acc
287	vhigh	med	4	4	big	high	acc
1349	low	vhigh	3	more	big	high	acc
648	high	med	2	2	small	low	unacc
634	high	high	5more	4	med	med	acc
638	high	high	5more	4	big	high	acc
1407	low	high	2	2	med	low	unacc
882	med	vhigh	2	more	small	low	unacc
78	vhigh	vhigh	4	more	big	low	unacc
543	high	high	2	2	med	low	unacc
855	high	low	5more	more	small	low	unacc
180	vhigh	high	4	more	small	low	unacc
712	high	med	4	4	small	med	unacc
1348	low	vhigh	3	more	big	med	acc
521	high	vhigh	5more	2	big	high	unacc
1470	low	high	4	4	med	low	unacc
364	vhigh	low	3	4	med	med	unacc
983	med	high	2	4	small	high	acc
1599	low	med	5more	2	big	low	unacc
96	vhigh	vhigh	5more	4	big	low	unacc
945	med	vhigh	5more	2	small	low	unacc
1603	low	med	5more	4	small	med	acc
962	med	vhigh	5more	4	big	high	acc
1014	med	high	3	4	big	low	unacc
548	high	high	2	2	big	high	unacc
480	high	vhigh	3	more	med	low	unacc
981	med	high	2	4	small	low	unacc
19	vhigh	vhigh	2	more	small	med	unacc
1718	low	low	5more	4	big	high	vgood
909	med	vhigh	3	more	small	low	unacc
951	med	vhigh	5more	2	big	low	unacc
544	high	high	2	2	med	med	unacc
214	vhigh	high	5more	more	big	med	unacc
835	high	low	4	more	big	med	acc
760	high	low	2	2	med	med	unacc
1354	low	vhigh	4	2	med	med	unacc
912	med	vhigh	3	more	med	low	unacc
920	med	vhigh	4	2	small	high	unacc
1652	low	low	3	2	med	high	unacc
591	high	high	3	more	big	low	unacc
1386	low	vhigh	5more	4	small	low	unacc
1168	med	med	5more	2	big	med	unacc
1512	low	med	2	2	small	low	unacc
503	high	vhigh	4	4	big	high	unacc
1711	low	low	5more	4	small	med	acc
1685	low	low	4	4	small	high	good
958	med	vhigh	5more	4	med	med	acc
584	high	high	3	4	big	high	acc
1701	low	low	5more	2	small	low	unacc
812	high	low	4	2	small	high	unacc
467	high	vhigh	3	2	big	high	unacc
272	vhigh	med	4	2	small	high	unacc
984	med	high	2	4	med	low	unacc
614	high	high	4	more	small	high	acc
1007	med	high	3	2	big	high	unacc
1161	med	med	5more	2	small	low	unacc
1199	med	low	2	4	small	high	good
807	high	low	3	more	big	low	unacc
80	vhigh	vhigh	4	more	big	high	unacc
134	vhigh	high	2	more	big	high	unacc
852	high	low	5more	4	big	low	unacc
